VIDEO ID,IMAGE ID,IMAGE FILENAME,IS POSITIVE
5831135399001,3,5831135399001-3.jpg,
5831135399001,26,5831135399001-26.jpg,
5831135399001,37,5831135399001-37.jpg,
5831135399001,41,5831135399001-41.jpg,
5831135399001,66,5831135399001-66.jpg,
5831135399001,75,5831135399001-75.jpg,
5831135399001,79,5831135399001-79.jpg,1
5831135399001,88,5831135399001-88.jpg,
5831135399001,90,5831135399001-90.jpg,
5831135399001,121,5831135399001-121.jpg,
5831135399001,128,5831135399001-128.jpg,
5831135399001,134,5831135399001-134.jpg,
5831135399001,135,5831135399001-135.jpg,
5831135399001,140,5831135399001-140.jpg,1
5831135399001,142,5831135399001-142.jpg,
5831135399001,151,5831135399001-151.jpg,
5831135399001,153,5831135399001-153.jpg,
5831135399001,155,5831135399001-155.jpg,
5831135399001,172,5831135399001-172.jpg,
5831135399001,177,5831135399001-177.jpg,
5831135399001,187,5831135399001-187.jpg,
5831135399001,212,5831135399001-212.jpg,
5831135399001,218,5831135399001-218.jpg,1
5831135399001,222,5831135399001-222.jpg,
5831135399001,256,5831135399001-256.jpg,1
5831135399001,281,5831135399001-281.jpg,1
5831135399001,288,5831135399001-288.jpg,
5831135399001,294,5831135399001-294.jpg,
5831135399001,305,5831135399001-305.jpg,
5831135399001,314,5831135399001-314.jpg,
5831135399001,323,5831135399001-323.jpg,
5831135399001,343,5831135399001-343.jpg,
5831135399001,356,5831135399001-356.jpg,
5831135399001,372,5831135399001-372.jpg,1
5831135399001,400,5831135399001-400.jpg,
5831135399001,404,5831135399001-404.jpg,1
5831135399001,437,5831135399001-437.jpg,
5831135399001,446,5831135399001-446.jpg,
5831135399001,456,5831135399001-456.jpg,
5831135399001,484,5831135399001-484.jpg,1
5831135399001,487,5831135399001-487.jpg,
5831135399001,491,5831135399001-491.jpg,
5831135399001,494,5831135399001-494.jpg,
5831135399001,504,5831135399001-504.jpg,
5831135399001,511,5831135399001-511.jpg,
5831135399001,523,5831135399001-523.jpg,
5831135399001,536,5831135399001-536.jpg,
5831135399001,543,5831135399001-543.jpg,1
5831135399001,554,5831135399001-554.jpg,
5831135399001,555,5831135399001-555.jpg,
5831135399001,559,5831135399001-559.jpg,
5831135399001,593,5831135399001-593.jpg,
5831135399001,595,5831135399001-595.jpg,
5831135399001,597,5831135399001-597.jpg,
5831135399001,612,5831135399001-612.jpg,
5831135399001,623,5831135399001-623.jpg,1
5831135399001,652,5831135399001-652.jpg,
5831135399001,662,5831135399001-662.jpg,1
5831135399001,669,5831135399001-669.jpg,
5831135399001,682,5831135399001-682.jpg,
5831135399001,683,5831135399001-683.jpg,
5831135399001,699,5831135399001-699.jpg,1
5831135399001,734,5831135399001-734.jpg,
5831135399001,737,5831135399001-737.jpg,
5831135399001,739,5831135399001-739.jpg,
5831135399001,746,5831135399001-746.jpg,
5831135399001,748,5831135399001-748.jpg,
5831135399001,754,5831135399001-754.jpg,1
5831135399001,755,5831135399001-755.jpg,
5831135399001,775,5831135399001-775.jpg,
5831135399001,780,5831135399001-780.jpg,1
5831135399001,788,5831135399001-788.jpg,
5831135399001,791,5831135399001-791.jpg,
5831135399001,813,5831135399001-813.jpg,
5831135399001,850,5831135399001-850.jpg,
5831135399001,861,5831135399001-861.jpg,1
5831135399001,883,5831135399001-883.jpg,
5831135399001,886,5831135399001-886.jpg,
5831135399001,892,5831135399001-892.jpg,
5831135399001,894,5831135399001-894.jpg,
5831135399001,904,5831135399001-904.jpg,
5831135399001,905,5831135399001-905.jpg,1
5831135399001,909,5831135399001-909.jpg,
5831135399001,943,5831135399001-943.jpg,
5831135399001,945,5831135399001-945.jpg,1
5831135399001,968,5831135399001-968.jpg,1
5831135399001,982,5831135399001-982.jpg,
5831135399001,1000,5831135399001-1000.jpg,
5831135399001,1006,5831135399001-1006.jpg,
5831135399001,1011,5831135399001-1011.jpg,
5831135399001,1037,5831135399001-1037.jpg,
5831135399001,1056,5831135399001-1056.jpg,
5831135399001,1062,5831135399001-1062.jpg,
5831135399001,1070,5831135399001-1070.jpg,
5831135399001,1081,5831135399001-1081.jpg,
5831135399001,1107,5831135399001-1107.jpg,
5831135399001,1119,5831135399001-1119.jpg,
5831135399001,1123,5831135399001-1123.jpg,
5831135399001,1148,5831135399001-1148.jpg,
5831135399001,1151,5831135399001-1151.jpg,
5831135399001,1154,5831135399001-1154.jpg,
5831135399001,1156,5831135399001-1156.jpg,
